loan_id,customer_id,branch_id,loan_type,application_date,loan_amount,interest_rate,tenure_months,credit_score,loan_status,default_flag,customer_name,age,gender,annual_income,customer_city,branch_name,branch_city,state,branch_type,opening_date,loan_to_income_ratio,age_group,income_bracket,estimated_emi
LN05870,CUST08316,BR035,Education,2026-01-01,36649.61,11.17,12,693,Active,0,Brooke Johnson,46.0,Female,68995.07,West Yvette,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,0.53,46-55,High,3054.13
LN03113,CUST07938,BR003,Home,2025-02-22,40367.77,11.43,12,372,Defaulted,1,Maria Wright,40.0,Female,69395.36,Danielleborough,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09,0.58,36-45,High,3363.98
LN00751,CUST06254,BR008,Education,2025-12-23,456759.62,8.48,36,399,Closed,0,Jennifer Baker,28.0,Male,56517.8,Michelleshire,Ericmouth Branch,Gomezchester,Maryland,Rural,2025-05-09,8.08,26-35,Mid,12687.77
LN00368,CUST06293,BR022,Personal,2025-08-18,-86239.26,12.18,12,853,Approved,0,Richard Larsen,61.0,Female,67963.42,Edwardport,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,-1.27,56+,High,-7186.6
LN05323,CUST02062,BR035,Education,2026-06-01,436448.85,13.61,24,618,Closed,0,Austin Solis,57.0,Female,36732.08,West Christopher,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,11.88,56+,Mid,18185.37
LN01729,CUST00575,BR007,Education,2026-02-02,-435235.97,6.92,60,308,Approved,0,Kelly Edwards,65.0,Male,33868.9,Sanchezfort,Lake Roberto Branch,Leeville,Arizona,Semi-Urban,2022-08-29,-12.85,56+,Mid,-7253.93
LN00547,CUST08010,BR025,Education,2024-10-12,188875.13,14.32,120,464,Closed,0,Jade Phillips,18.0,Male,59139.72,West Gregory,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03,3.19,18-25,Mid,1573.96
LN01328,CUST09005,BR000,Education,2025-01-14,426216.91,7.56,24,889,Active,0,Cody Lopez,35.0,Female,80845.06,Lake Sarah,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,5.27,26-35,High,17759.04
LN02101,CUST04737,BR000,Home,2025-11-17,474141.24,9.23,12,496,Defaulted,1,Jeffrey Hart DDS,53.0,Male,62375.73,North Devontown,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,7.6,46-55,High,39511.77
LN00261,CUST02961,BR044,Education,2024-12-14,361936.62,8.27,120,582,Rejected,0,Daniel Bishop,47.0,Female,61055.6,South Perryside,East Donna Branch,Williamview,Illinois,Urban,2021-09-19,5.93,46-55,High,3016.14
LN05153,CUST08504,BR014,Home,2026-05-03,327577.78,11.99,36,359,Defaulted,1,Megan Krueger,72.0,Female,41409.42,North Haroldtown,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22,7.91,56+,Mid,9099.38
LN00341,CUST07206,BR029,Education,2026-03-28,278578.83,12.47,60,715,Defaulted,1,Jennifer Warren,47.0,Female,52836.49,Lake Jennifer,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18,5.27,46-55,Mid,4642.98
LN00701,CUST08865,BR047,Personal,2026-04-07,108477.28,9.08,60,708,Approved,0,Bradley Taylor,24.0,Male,65366.09,Lake Helentown,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03,1.66,18-25,High,1807.95
LN03340,CUST05690,BR004,Education,2026-05-01,60853.14,12.09,60,402,Closed,0,Janet Graves,47.0,Female,50204.75,Jenniferborough,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05,1.21,46-55,Mid,1014.22
LN04308,CUST03318,BR022,Education,2026-05-18,170170.61,16.63,60,731,Approved,0,Kathleen Roy,60.0,Male,41105.12,South Christopher,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,4.14,56+,Mid,2836.18
LN03831,CUST02041,BR018,Vehicle,2024-11-03,105139.42,14.19,24,364,Rejected,0,,,,,,Jacquelineland Branch,Port Richard,Wyoming,Semi-Urban,2024-01-30,,,,4380.81
LN05696,CUST00983,BR035,Vehicle,2025-04-24,206710.99,9.51,60,317,Closed,0,Sean Curtis,72.0,Male,75261.61,North Rebeccatown,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,2.75,56+,High,3445.18
LN02889,CUST02120,BR022,Education,2026-06-26,60683.23,17.93,36,477,Closed,0,Christopher Black,40.0,Female,64177.89,Goodmanbury,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,0.95,36-45,High,1685.65
LN05695,CUST08033,BR022,Education,2024-11-15,449909.29,12.67,12,751,Active,0,Dustin Mendez,51.0,Female,63619.63,Eatonmouth,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,7.07,46-55,High,37492.44
LN05241,CUST08346,BR006,Education,2026-04-29,195588.21,7.3,12,694,Rejected,0,Alan Murphy,66.0,Female,34680.99,North Amytown,Lisatown Branch,Sanchezfort,Florida,Rural,2021-06-08,5.64,56+,Mid,16299.02
LN03502,CUST04570,BR000,Vehicle,2025-03-29,143931.5,16.16,36,593,Closed,0,Cheryl Jackson,71.0,Male,37671.14,Molinaville,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,3.82,56+,Mid,3998.1
LN02238,CUST06910,BR011,Education,2025-04-20,155587.41,17.2,12,515,Approved,0,Patricia Atkinson,20.0,Female,56495.29,New Shelleyburgh,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26,2.75,18-25,Mid,12965.62
LN02651,CUST09794,BR011,Home,2026-03-20,104537.87,15.44,36,530,Active,0,Adam Smith,66.0,Male,36570.0,Nguyenchester,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26,2.86,56+,Mid,2903.83
LN05803,CUST99999,BR004,Home,2026-06-08,82345.31,6.62,60,898,Defaulted,1,,,,,,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05,,,,1372.42
LN00564,CUST05541,BR031,Vehicle,2026-07-25,310881.37,15.07,120,443,Rejected,0,Tyler Miranda,22.0,Female,55061.36,Stephanieview,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15,5.65,18-25,Mid,2590.68
LN03499,CUST06696,BR021,Vehicle,2026-09-04,261625.82,12.17,36,503,Rejected,0,Mary Foster,62.0,Male,55039.25,Parktown,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10,4.75,56+,Mid,7267.38
LN04406,CUST05850,BR047,Education,2025-08-27,439092.69,17.62,60,688,Rejected,0,Kristine Bryant DVM,74.0,Female,39594.72,Hopkinsland,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03,11.09,56+,Mid,7318.21
LN03978,CUST04994,BR012,Vehicle,2024-09-20,483641.35,16.41,24,435,Rejected,0,Sherri Charles,41.0,Male,57244.2,Brownville,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25,8.45,36-45,Mid,20151.72
LN04782,CUST09208,BR044,Home,2025-04-30,449007.9,8.94,24,742,Rejected,0,Sabrina Chapman,54.0,Male,49823.69,Port Davidmouth,East Donna Branch,Williamview,Illinois,Urban,2021-09-19,9.01,46-55,Mid,18708.66
LN01275,CUST08238,BR014,Personal,2026-04-23,444772.59,7.37,12,518,Approved,0,Alexis Watson,71.0,Male,52895.57,Millerfort,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22,8.41,56+,Mid,37064.38
LN00183,CUST05855,BR015,Vehicle,2025-07-01,365724.7,8.5,24,336,Defaulted,1,Stacey Davis,30.0,Female,50056.46,Johnathanborough,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15,7.31,26-35,Mid,15238.53
LN05652,CUST09158,BR036,Personal,2025-05-28,210251.23,6.87,36,304,Rejected,0,April Romero,44.0,Female,45439.45,Lake Tamaraton,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10,4.63,36-45,Mid,5840.31
LN03662,CUST02949,BR022,Home,2026-07-19,373625.37,16.94,120,453,Defaulted,1,Michele Davis,39.0,Male,71963.04,Chaseton,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,5.19,36-45,High,3113.54
LN02128,CUST07870,BR043,Home,2024-12-28,145681.83,7.9,36,342,Rejected,0,Raymond Santos,63.0,Female,75705.05,East Stephanieville,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14,1.92,56+,High,4046.72
LN00998,CUST00984,BR025,Personal,2026-01-03,431225.52,13.49,36,737,Active,0,Carla Jones,59.0,Male,38810.14,Washingtonside,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03,11.11,56+,Mid,11978.49
LN01396,CUST01933,BR000,Home,2026-07-06,488819.62,7.46,24,374,Closed,0,,,,,,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,,,,20367.48
LN03558,CUST09168,BR023,Education,2026-05-23,96170.36,16.08,60,537,Approved,0,Brittney Wheeler,48.0,Male,39280.27,Lake Hectorberg,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27,2.45,46-55,Mid,1602.84
LN04926,CUST01371,BR000,Education,2025-10-01,54794.11,10.69,24,395,Defaulted,1,Pamela Weaver,23.0,Female,21899.39,New Johnchester,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,2.5,18-25,Low,2283.09
LN03154,CUST05565,BR028,Vehicle,2025-11-09,18277.74,11.44,60,823,Defaulted,1,Ralph Rodriguez,27.0,Female,34184.37,North Cody,Coxberg Branch,South David,AL,Rural,2024-02-08,0.53,26-35,Mid,304.63
LN03548,CUST07214,BR006,Education,2026-04-11,63192.13,12.9,60,805,Defaulted,1,Pamela Dixon,57.0,Male,56396.89,Wrightburgh,Lisatown Branch,Sanchezfort,Florida,Rural,2021-06-08,1.12,56+,Mid,1053.2
LN02420,CUST09817,BR020,Home,2024-11-10,46072.95,9.47,120,472,Closed,0,Crystal Frazier,65.0,Male,49823.69,Heatherborough,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09,0.92,56+,Mid,383.94
LN00980,CUST03228,BR002,Vehicle,2025-09-08,200329.34,13.71,120,568,Rejected,0,Dylan Contreras,42.0,Female,47609.54,New Marieville,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19,4.21,36-45,Mid,1669.41
LN01576,CUST01389,BR018,Personal,2025-09-07,101091.84,8.04,120,682,Closed,0,Robert Thompson,61.0,Male,80305.54,Johnsonfurt,Jacquelineland Branch,Port Richard,Wyoming,Semi-Urban,2024-01-30,1.26,56+,High,842.43
LN02537,CUST09203,BR000,Education,2025-01-11,62545.54,13.36,60,386,Rejected,0,Carrie Brown,50.0,Female,61947.03,Cooperbury,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,1.01,46-55,High,1042.43
LN01883,CUST09884,BR022,Vehicle,2025-07-14,280357.93,15.65,120,628,Active,0,Karla Walker,44.0,Female,84428.17,Port Brenda,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,3.32,36-45,High,2336.32
LN01215,CUST02711,BR037,Vehicle,2026-04-15,104248.15,17.37,60,741,Rejected,0,Mr. Jeffrey Duncan,42.0,Female,59213.83,Timothyfort,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22,1.76,36-45,Mid,1737.47
LN05747,CUST02721,BR025,Vehicle,2024-11-13,109871.55,6.26,24,501,Defaulted,1,Justin York,24.0,Male,26863.0,West Felicia,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03,4.09,18-25,Low,4577.98
LN03398,CUST06102,BR004,Home,2025-09-13,417710.43,14.56,36,552,Approved,0,Dawn Meyer,42.0,Male,61845.1,New Shariville,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05,6.75,36-45,High,11603.07
LN02116,CUST05671,BR013,Personal,2024-09-30,436873.46,10.53,120,370,Defaulted,1,Bianca Davis,66.0,Female,57936.56,Jessicachester,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17,7.54,56+,Mid,3640.61
LN05444,CUST03159,BR034,Personal,2025-07-06,479328.46,6.74,24,331,Active,0,Brian Fuentes,32.0,Female,50591.9,Bushport,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16,9.47,26-35,Mid,19972.02
LN02831,CUST06574,BR017,Personal,2026-01-22,192459.49,13.5,60,414,Defaulted,1,Alyssa Guerra,52.0,Female,26390.26,Port Danielle,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13,7.29,46-55,Low,3207.66
LN02207,CUST07788,BR006,Education,2025-01-22,205343.05,15.92,24,305,Active,0,Michelle Schultz,73.0,Male,60072.57,South Daniellehaven,Lisatown Branch,Sanchezfort,Florida,Rural,2021-06-08,3.42,56+,High,8555.96
LN05245,CUST00404,BR024,Home,2024-11-29,114723.36,15.92,24,715,Rejected,0,Joann Glass,66.0,Female,31175.61,Meganburgh,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29,3.68,56+,Mid,4780.14
LN03807,CUST00869,BR037,Home,2025-07-06,311375.07,17.04,60,438,Rejected,0,Jorge Harris,22.0,Male,62667.88,Solischester,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22,4.97,18-25,High,5189.58
LN02450,CUST00581,BR015,Vehicle,2025-10-21,466365.6,14.29,12,728,Rejected,0,Daniel Bush,54.0,Female,53369.01,Emilytown,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15,8.74,46-55,Mid,38863.8
LN00327,CUST01895,BR009,Home,2026-05-10,496752.67,15.13,60,820,Defaulted,1,Christine Zavala,66.0,Male,53747.09,Levineview,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27,9.24,56+,Mid,8279.21
LN05756,CUST07299,BR010,Vehicle,2025-11-11,128664.34,7.03,12,622,Closed,0,Robin Rodriguez,35.0,Female,60804.86,North Emilyside,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27,2.12,26-35,High,10722.03
LN02084,CUST07340,BR017,Home,2026-01-31,130989.08,11.57,36,483,Approved,0,Alicia Nguyen,32.0,Male,33221.6,Lake Lauren,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13,3.94,26-35,Mid,3638.59
LN05812,CUST03768,BR035,Personal,2026-08-19,245978.64,14.09,24,803,Defaulted,1,Cindy Shaw,48.0,Female,58855.83,South Tina,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,4.18,46-55,Mid,10249.11
LN02331,CUST03489,BR032,Personal,2025-10-07,481969.29,7.54,36,404,Approved,0,Michael Robertson,23.0,Male,73206.33,North Larryshire,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,6.58,18-25,High,13388.04
LN05297,CUST02170,BR035,Education,2024-11-20,334175.19,15.95,60,333,Closed,0,Billy Tate,29.0,Male,63443.02,Dicksonborough,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21,5.27,26-35,High,5569.59
LN05010,CUST09615,BR003,Home,2025-12-27,57028.09,17.24,12,565,Active,0,Christy Dennis,55.0,Male,49823.69,Scotttown,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09,1.14,46-55,Mid,4752.34
LN02751,CUST00526,BR036,Personal,2024-12-13,462876.47,11.18,12,651,Approved,0,Todd Moore,72.0,Male,68694.29,New Gregory,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10,6.74,56+,High,38573.04
LN03765,CUST07674,BR044,Personal,2026-08-17,238630.51,12.24,60,688,Defaulted,1,Richard Schmidt,19.0,Male,51994.47,New Reneeland,East Donna Branch,Williamview,Illinois,Urban,2021-09-19,4.59,18-25,Mid,3977.18
LN04499,CUST01517,BR026,Vehicle,2026-06-26,125724.27,17.45,120,484,Active,0,Angela Brown,18.0,Female,36659.61,Scottstad,West Donald Branch,North Susan,Idaho,Urban,2021-01-07,3.43,18-25,Mid,1047.7
LN04712,CUST05244,BR045,Home,2026-04-13,485443.93,17.41,36,867,Defaulted,1,Angela Richards,18.0,Female,55535.47,East Sarabury,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07,8.74,18-25,Mid,13484.55
LN05644,CUST08181,BR039,Education,2026-07-29,280155.4,8.36,60,742,Active,0,Jessica Lane,25.0,Female,73422.82,East James,New Stephanie Branch,Bassport,Connecticut,Rural,2025-04-25,3.82,18-25,High,4669.26
LN03000,CUST06905,BR014,Education,2025-12-11,445480.54,14.32,36,709,Rejected,0,Sherry Miller,27.0,Female,51882.82,Lake Jenny,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22,8.59,26-35,Mid,12374.46
LN02675,CUST03674,BR042,Home,2025-07-08,255604.04,16.26,12,509,Closed,0,Allison Mcpherson DDS,58.0,Female,61870.24,Herreraburgh,North John Branch,West Juan,New Mexico,Rural,2022-03-27,4.13,56+,High,21300.34
LN04966,CUST06897,BR043,Vehicle,2026-04-26,188569.14,17.75,36,731,Defaulted,1,Mariah Brown,49.0,Male,62158.55,Williamshire,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14,3.03,46-55,High,5238.03
LN00143,CUST03157,BR009,Home,2026-01-30,135923.11,6.24,60,533,Closed,0,Sarah Wheeler,25.0,Male,45658.01,Lake Tammy,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27,2.98,18-25,Mid,2265.39
LN00382,CUST00876,BR028,Personal,2026-06-29,464704.84,9.27,120,775,Active,0,Michael Miles,67.0,Male,48849.24,South Anita,Coxberg Branch,South David,AL,Rural,2024-02-08,9.51,56+,Mid,3872.54
LN00955,CUST01202,BR019,Home,2024-11-12,200044.1,7.62,24,687,Active,0,Kimberly Morrison,37.0,Male,58800.97,New Michelleberg,New Jessica Branch,East Nicholasfurt,Oklahoma,Semi-Urban,2022-07-27,3.4,36-45,Mid,8335.17
LN04070,CUST06539,BR022,Home,2026-02-21,50764.9,10.55,60,775,Closed,0,Wanda Ingram,66.0,Male,33265.92,West Cynthia,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21,1.53,56+,Mid,846.08
LN01442,CUST02604,BR043,Home,2025-04-19,304674.34,8.26,60,606,Approved,0,Nancy Allen,40.0,Male,44551.29,North Thomasborough,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14,6.84,36-45,Mid,5077.91
LN03179,CUST99999,BR001,Vehicle,2024-10-08,470770.71,6.04,12,321,Rejected,0,,,,,,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22,,,,39230.89
LN01942,CUST02852,BR026,Personal,2024-09-20,220233.52,16.7,12,383,Active,0,Richard Day,61.0,Male,33989.53,Ramosbury,West Donald Branch,North Susan,Idaho,Urban,2021-01-07,6.48,56+,Mid,18352.79
LN03342,CUST00025,BR004,Home,2024-12-30,390297.13,10.04,12,782,Defaulted,1,Judy Baker,19.0,Male,51629.28,Stokesview,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05,7.56,18-25,Mid,32524.76
LN01069,CUST09916,BR017,Personal,2025-06-16,262324.2,14.22,120,615,Rejected,0,Carl Douglas,71.0,Female,60255.02,Lake Heidiland,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13,4.35,56+,High,2186.04
LN05216,CUST06411,BR032,Personal,2025-11-23,429120.36,7.18,120,540,Defaulted,1,Max Mcclain,21.0,Female,73088.75,Stephanieshire,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,5.87,18-25,High,3576.0
LN01532,CUST03056,BR001,Vehicle,2025-03-12,40535.69,9.19,12,640,Active,0,Ashley Campbell,33.0,Male,44324.89,New Bryanborough,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22,0.91,26-35,Mid,3377.97
LN01903,CUST05203,BR017,Home,2025-11-20,417256.04,13.28,24,625,Closed,0,Todd Beasley,71.0,Male,63968.73,Jacksonbury,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13,6.52,56+,High,17385.67
LN01012,CUST04146,BR021,Education,2025-01-16,115511.96,12.61,12,452,Active,0,Michael Rush,19.0,Male,37741.59,Jenniferton,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10,3.06,18-25,Mid,9626.0
LN03235,CUST06093,BR009,Home,2025-12-01,298087.53,16.59,36,363,Active,0,Kevin Stokes,38.0,Female,37885.99,North Shawnborough,North Noahstad Branch,Shieldston,MI,Rural,2023-06-27,7.87,36-45,Mid,8280.21
LN01998,CUST00207,BR032,Education,2025-11-07,156116.68,12.3,36,451,Closed,0,Cathy Robinson,18.0,Male,42574.7,Stoneland,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19,3.67,18-25,Mid,4336.57
LN03326,CUST03276,BR041,Personal,2026-09-03,157309.65,9.47,120,664,Approved,0,Ashley Ruiz,56.0,Male,27243.76,Stonetown,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20,5.77,56+,Low,1310.91
LN01048,CUST06783,BR015,Personal,2024-12-11,56195.23,17.9,36,466,Active,0,Amy Wong,23.0,Female,65584.98,Katherinefurt,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15,0.86,18-25,High,1560.98
LN00398,CUST09561,BR002,Education,2026-08-28,292691.85,9.24,120,600,Closed,0,Richard Brown,56.0,Male,58813.91,South Matthew,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19,4.98,56+,Mid,2439.1
LN05815,CUST08802,BR024,Home,2024-11-14,225035.43,6.77,36,668,Rejected,0,Robert Gomez,37.0,Female,68877.75,New Patty,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29,3.27,36-45,High,6250.98
LN02049,CUST00560,BR030,Personal,2025-08-09,54092.92,13.97,120,358,Approved,0,Nancy Evans MD,74.0,Female,44502.9,Perezstad,East Courtneychester Branch,South Dianeshire,West Virginia,Semi-Urban,2025-07-13,1.22,56+,Mid,450.77
LN04755,CUST00725,BR016,Personal,2026-05-13,269335.22,16.51,24,310,Closed,0,Rebecca Marquez,48.0,Male,18262.69,Rebeccaport,Ramirezstad Branch,North Sarabury,Connecticut,Semi-Urban,2017-05-03,14.75,46-55,Low,11222.3
LN00307,CUST03420,BR031,Personal,2026-08-12,348022.23,15.06,36,702,Defaulted,1,Kayla Waters,69.0,Female,52269.28,Martinezhaven,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15,6.66,56+,Mid,9667.28
LN04981,CUST01409,BR013,Education,2025-10-10,115413.81,12.98,120,450,Active,0,Nicholas Stanley,28.0,Male,14566.53,South Erikamouth,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17,7.92,26-35,Low,961.78
LN01364,CUST08202,BR014,Education,2025-11-28,13003.04,7.68,120,729,Rejected,0,Raymond Brooks III,46.0,Male,57152.3,Victorchester,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22,0.23,46-55,Mid,108.36
LN05150,CUST03569,BR016,Home,2025-12-11,365441.71,10.31,12,423,Approved,0,Ethan Perez,24.0,Male,36622.27,New Josestad,Ramirezstad Branch,North Sarabury,Connecticut,Semi-Urban,2017-05-03,9.98,18-25,Mid,30453.48
LN02217,CUST05330,BR010,Vehicle,2026-05-27,72786.17,17.89,12,435,Active,0,Christopher Knox,72.0,Male,41957.73,Stephanieville,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27,1.73,56+,Mid,6065.51
LN02902,CUST01635,BR045,Home,2026-03-14,180392.49,7.5,60,868,Closed,0,Ashley Blair,63.0,Male,50819.98,Lake Robertside,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07,3.55,56+,Mid,3006.54
LN03328,CUST05243,BR024,Vehicle,2026-03-22,83488.74,17.86,120,847,Defaulted,1,Jeffrey Long,23.0,Female,62481.27,Lake Christophertown,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29,1.34,18-25,High,695.74
LN05825,CUST02159,BR015,Home,2026-08-21,167377.84,15.82,24,546,Approved,0,Pamela Hernandez DVM,74.0,Male,52641.7,Stewartport,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15,3.18,56+,Mid,6974.08
LN00265,CUST00956,BR027,Vehicle,2025-11-09,284586.13,15.37,24,540,Defaulted,1,Eric Henry Jr.,40.0,Male,70949.51,North Lisatown,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10,4.01,36-45,High,11857.76
LN02884,CUST01130,BR023,Personal,2026-03-16,187179.23,8.22,36,720,Defaulted,1,James Jefferson,57.0,Female,47754.37,Melissahaven,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27,3.92,56+,Mid,5199.42
LN03004,CUST01307,BR005,Personal,2026-02-01,145568.27,17.39,60,567,Rejected,0,Crystal Cruz,24.0,Male,22965.76,West Brendaview,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13,6.34,18-25,Low,2426.14
LN04177,CUST99999,BR001,Personal,2025-01-31,252047.74,13.18,60,356,Closed,0,,,,,,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22,,,,4200.8
LN04334,CUST05201,BR000,Vehicle,2026-02-27,247368.48,14.18,12,813,Defaulted,1,Gabriel Richardson,39.0,Female,58423.23,South Janestad,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02,4.23,36-45,Mid,20614.04
LN02840,CUST03744,BR049,Home,2025-08-23,29657.12,6.76,120,357,Rejected,0,Patrick Norris,21.0,Female,32279.99,Port Matthewton,Martinezbury Branch,Lake Rebeccaside,Iowa,Semi-Urban,2019-08-25,0.92,18-25,Mid,247.14
LN03934,CUST09137,BR010,Home,2025-01-17,449408.17,9.86,12,514,Closed,0,Mary Kane,45.0,Male,53751.85,Coxview,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27,8.36,36-45,Mid,37450.68
LN05888,CUST00026,BR041,Education,2025-06-24,206398.1,10.43,36,868,Closed,0,Justin Baker,38.0,Female,77748.37,Aprilfurt,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20,2.65,36-45,High,5733.28
LN05990,CUST07505,BR023,Home,2026-02-25,190768.04,7.33,12,720,Active,0,John Hooper,71.0,Male,68488.16,Lake David,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27,2.79,56+,High,15897.34
LN05951,CUST02223,BR001,Home,2026-06-20,234973.65,17.25,24,418,Approved,0,Amber Smith,47.0,Male,48845.06,Joycemouth,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22,4.81,46-55,Mid,9790.57
LN04695,CUST04524,BR034,Personal,2025-09-23,128783.8,13.83,60,725,Defaulted,1,John Gallagher,59.0,Male,47584.9,West Loristad,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16,2.71,56+,Mid,2146.4
LN03703,CUST00517,BR045,Home,2026-02-02,325701.2,17.63,60,604,Rejected,0,Michael Cooper,30.0,Female,34297.86,South Debraburgh,West Allison Branch,North Cynthiaview,New Jersey,Rural,2018-11-07,9.5,26-35,Mid,5428.35
LN00206,CUST08800,BR014,Personal,2025-08-26,30653.7,13.84,12,616,Approved,0,Joseph Russell,74.0,Female,50309.27,Port Evan,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22,0.61,56+,Mid,2554.48
LN03772,CUST02962,BR034,Education,2024-10-14,219472.0,7.83,36,466,Defaulted,1,Christian Burton,41.0,Male,54525.9,Zacharybury,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16,4.03,36-45,Mid,6096.44
LN03541,CUST02749,BR047,Education,2025-12-29,156308.49,13.47,60,632,Active,0,Lisa Mosley,32.0,Female,38367.17,Meganchester,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03,4.07,26-35,Mid,2605.14
