account_id,customer_id,branch_id,account_type,account_open_date,initial_balance,account_status,customer_name,age,gender,annual_income,customer_city,branch_name,branch_city,state,branch_type,opening_date
ACC08717,CUST05825,BR020,Current,2024-03-02,4829.79,Dormant,Nathan Vargas,62.0,Male,40309.54,Zacharyborough,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC01585,CUST03453,BR028,Current,2026-04-19,78072.3,Dormant,Michael Barr,66.0,Female,45105.99,Susanfurt,Coxberg Branch,South David,AL,Rural,2024-02-08
ACC05921,CUST09248,BR024,Salary,2024-09-30,57743.78,Active,Deborah Hawkins,46.0,Male,74642.24,Michaeltown,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC09064,CUST08971,BR036,Savings,2024-04-07,79606.16,Active,Mary Brady,56.0,Male,31628.36,Johnfort,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC02913,CUST00777,BR041,Salary,2024-08-03,50154.41,Closed,Cody Davidson,20.0,Male,65513.96,South Aaron,West Natashaport Branch,East Josephville,Arizona,Rural,2023-08-20
ACC06924,CUST05703,BR001,Current,2023-11-13,41476.52,Active,Christian Shelton,65.0,Female,52416.78,Ethanland,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC02715,CUST01796,BR032,Salary,2024-07-19,44159.19,Closed,Susan Baldwin,68.0,Male,52432.35,,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19
ACC10854,CUST08627,BR003,Savings,2024-06-10,90447.28,Active,Tiffany Gray,24.0,Male,69911.45,Salinasmouth,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC06243,CUST09592,BR024,Current,2024-06-26,50029.1,Closed,Cynthia Gates,60.0,Female,76441.85,Nortonborough,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC11107,CUST02799,BR047,Savings,2026-03-27,71914.31,Active,Phillip Macias,74.0,Male,59941.66,Jessechester,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03
ACC03618,CUST01487,BR017,Current,2025-07-04,87239.97,Dormant,Justin Hurley,47.0,Male,63530.66,Williamchester,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13
ACC08652,CUST01581,BR048,Current,2023-10-29,54293.58,Active,David Mcdaniel,36.0,Female,62158.76,New Dianaborough,Samuelhaven Branch,Hoffmanville,Iowa,Semi-Urban,2023-02-19
ACC02303,CUST07468,BR000,Salary,2025-09-28,71677.68,Dormant,Julie Daniels,23.0,Female,62333.04,Brendastad,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC07265,CUST08091,BR029,Current,2025-09-03,87356.27,Active,Theresa Davis,25.0,Male,64308.37,Sosamouth,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18
ACC00623,CUST08277,BR040,Salary,2026-03-22,94804.86,Dormant,David Cruz,48.0,Male,51901.09,,New Mariotown Branch,Lake Lisaport,Missouri,Rural,2021-12-12
ACC02385,CUST03041,BR026,Savings,2025-05-23,30777.52,Closed,Tanner Holmes,67.0,Male,29282.45,New Heatherfurt,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC04393,CUST01652,BR013,Salary,2024-01-08,97856.09,Active,Maria Olson,34.0,Female,45785.17,Mejiahaven,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC01544,CUST06305,BR012,Salary,2024-01-31,2385.44,Closed,Jeffrey Watts,70.0,Male,39384.02,North Jennifer,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25
ACC05296,CUST02793,BR032,Salary,2026-07-16,35170.71,Dormant,Ian Harrell,49.0,Female,51215.78,South Colleenberg,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19
ACC03575,CUST05041,BR043,Savings,2024-11-14,-29499.08,Active,Casey Francis,66.0,Female,51167.26,New Austin,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC05368,CUST03495,BR000,Salary,2024-12-15,61357.68,Active,Katelyn Curry,59.0,Male,37631.08,Port Michelleshire,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC01171,CUST07206,BR010,Current,2024-03-23,41222.64,Closed,Jennifer Warren,47.0,Female,52836.49,Lake Jennifer,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27
ACC04971,CUST08164,BR010,Current,2024-09-08,4973.16,Dormant,Maria Harrington,52.0,Male,48691.5,Nicholsmouth,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27
ACC11664,CUST05811,BR026,Current,2024-03-30,7796.23,Closed,Katherine Garcia,33.0,Male,58457.03,Navarromouth,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC06476,CUST99999,BR000,Current,2025-11-23,81046.26,Active,,,,,,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC11123,CUST00931,BR007,Current,2025-02-05,5575.96,Closed,Sandra Rivera,66.0,Female,26924.34,Johnside,Lake Roberto Branch,Leeville,Arizona,Semi-Urban,2022-08-29
ACC06890,CUST03023,BR034,Savings,2024-11-01,68223.32,Closed,Jennifer Crawford,35.0,Female,93744.18,Port Jeffrey,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC06748,CUST09969,BR037,Savings,2023-10-08,42015.58,Dormant,Justin Swanson,71.0,Female,65365.78,Greenfurt,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22
ACC09026,CUST02841,BR021,Savings,2024-04-25,47375.33,Closed,Melissa Yang,22.0,Female,57214.32,West Andrewland,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10
ACC09251,CUST99999,BR000,Savings,2024-05-28,57388.34,Closed,,,,,,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC08675,CUST09740,BR004,Current,2024-01-28,3980.64,Dormant,Thomas Wise,27.0,Male,64642.81,Robertstad,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC04556,CUST05643,BR033,Savings,2024-08-21,7949.77,Active,Krystal Hamilton,22.0,Male,18133.33,Stewartton,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09
ACC08782,CUST00356,BR002,Salary,2024-11-14,52414.13,Dormant,Jesse Perry,35.0,Male,46939.59,Thomasburgh,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC00990,CUST04277,BR007,Salary,2025-06-30,97381.25,Active,Jennifer Lopez,44.0,Male,66660.32,West Justin,Lake Roberto Branch,Leeville,Arizona,Semi-Urban,2022-08-29
ACC09829,CUST05691,BR023,Savings,2025-07-06,46492.3,Active,Angela Hunt,74.0,Male,51587.54,Paulhaven,Adamsborough Branch,North Beth,Georgia,Semi-Urban,2018-08-27
ACC02793,CUST00604,BR011,Current,2025-12-13,21214.4,Closed,Mrs. Virginia Daniels,45.0,Male,34729.95,Lake Erin,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC03931,CUST00486,BR024,Current,2024-01-31,93802.47,Active,Monica Miller,68.0,Female,66520.52,North Mariatown,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC02281,CUST09968,BR006,Savings,2025-02-14,52177.82,Active,Anita Sherman,68.0,Female,37823.39,Kristyberg,Lisatown Branch,Sanchezfort,Florida,Rural,2021-06-08
ACC02292,CUST07807,BR031,Salary,2026-02-13,82674.93,Closed,Beth Schmidt,60.0,Male,43032.31,Anneborough,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15
ACC05808,CUST03604,BR025,Savings,2025-11-10,14957.09,Active,John Cooper,58.0,Female,55448.73,Lake Michelle,Wilkersonmouth Branch,Shawhaven,Hawaii,Urban,2019-12-03
ACC07354,CUST04091,BR026,Salary,2025-09-08,71546.74,Closed,Charles Garcia,36.0,Male,61138.11,South Rodneystad,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC01030,CUST03568,BR033,Savings,2023-10-11,64472.65,Dormant,Michael Thompson,44.0,Female,66930.09,Patrickmouth,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09
ACC08308,CUST07748,BR031,Salary,2023-12-15,41286.93,Closed,Johnathan Davidson,36.0,Female,38806.82,,South Patrickmouth Branch,Sarahborough,Michigan,Rural,2020-01-15
ACC03081,CUST04490,BR033,Salary,2025-12-30,7879.91,Active,Chad Williams,22.0,Male,55044.44,Jessicaberg,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09
ACC00965,CUST09897,BR004,Salary,2024-06-05,7864.99,Closed,Jocelyn Campbell,60.0,Female,37737.45,Pachecoview,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC06836,CUST00133,BR026,Savings,2023-12-23,84008.7,Dormant,Daniel Kennedy,25.0,Male,53226.03,West Mariah,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC04286,CUST02662,BR026,Salary,2024-02-13,92474.21,Dormant,Michael Wiggins,65.0,Male,34084.45,Beltranport,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC02140,CUST08142,BR010,Salary,2023-12-22,11287.77,Dormant,Robert Mills,59.0,Female,44879.28,Port Stephanie,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27
ACC04069,CUST08435,BR008,Salary,2025-06-10,79217.0,Dormant,William Reynolds,35.0,Female,40346.11,Jeremiahbury,Ericmouth Branch,Gomezchester,Maryland,Rural,2025-05-09
ACC06871,CUST05065,BR001,Current,2026-08-12,97008.93,Active,Mr. Joseph Bush,67.0,Female,64670.88,Whiteberg,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC07170,CUST99999,BR024,Current,2025-02-14,87051.03,Closed,,,,,,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC09215,CUST04460,BR042,Savings,2026-06-13,57927.36,Active,Sara Obrien,19.0,Male,62513.29,New Jillshire,North John Branch,West Juan,New Mexico,Rural,2022-03-27
ACC09892,CUST01372,BR035,Current,2025-02-09,46864.5,Dormant,John Oliver,25.0,Female,42432.62,Hardychester,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21
ACC01262,CUST08800,BR017,Salary,2026-03-09,25497.52,Closed,Joseph Russell,74.0,Female,50309.27,Port Evan,West Michael Branch,South Todd,Minnesota,Semi-Urban,2018-07-13
ACC03718,CUST01341,BR015,Current,2023-10-20,44682.76,Closed,Jessica Harris,53.0,Female,43505.68,East Brianbury,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15
ACC00280,CUST07693,BR027,Current,2024-10-01,47416.79,Dormant,William Holmes,35.0,Male,36010.46,Davidtown,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10
ACC00636,CUST06664,BR038,Savings,2026-05-26,73485.88,Active,Jessica Lowery,42.0,Female,36543.36,New Donnatown,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18
ACC06146,CUST03446,BR034,Current,2025-03-16,32103.31,Active,Jeremy Ross,47.0,Female,80528.64,Chaneychester,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC09839,CUST01911,BR021,Salary,2023-09-24,90516.83,Active,Dorothy Brown,42.0,Female,39116.65,Sarahshire,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10
ACC10940,CUST09436,BR011,Salary,2026-08-29,31341.51,Closed,Teresa Norris,64.0,Female,62623.1,Sherylton,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC06362,CUST03078,BR032,Savings,2025-07-21,73687.07,Dormant,Paul Cabrera,45.0,Female,30637.1,North Mary,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19
ACC04401,CUST00387,BR002,Salary,2025-01-17,26949.81,Dormant,James Padilla,68.0,Female,55244.33,Bakermouth,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC07759,CUST07040,BR037,Savings,2024-06-22,9805.57,Active,Martin Elliott,45.0,Female,37776.82,East Geraldbury,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22
ACC01239,CUST00509,BR000,Salary,2025-04-25,54518.05,Dormant,Michelle Ho,69.0,Female,33854.0,Marshmouth,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC04666,CUST00331,BR000,Savings,2025-09-11,52913.74,Active,Colton Martinez,65.0,Male,57787.5,South Sarah,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC00921,CUST07362,BR018,Current,2025-09-20,2619.33,Closed,Patrick Blair,48.0,Female,43065.59,South Kendrachester,Jacquelineland Branch,Port Richard,Wyoming,Semi-Urban,2024-01-30
ACC06363,CUST02180,BR015,Savings,2024-07-04,13569.33,Closed,Erica Brown,46.0,Female,55872.04,Thomaschester,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15
ACC03380,CUST03909,BR036,Current,2023-10-24,37109.89,Dormant,Thomas Austin,59.0,Female,55359.1,Port Benjaminview,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC06207,CUST04316,BR020,Current,2025-05-14,66846.23,Dormant,Kimberly Flores,51.0,Female,31694.09,New Robert,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC07544,CUST05109,BR048,Current,2026-04-05,15510.91,Closed,Daniel Benjamin,37.0,Female,30017.53,South Craig,Samuelhaven Branch,Hoffmanville,Iowa,Semi-Urban,2023-02-19
ACC09155,CUST02523,BR000,Savings,2025-12-17,48970.88,Closed,Melissa Bowen,40.0,Male,47380.6,Nataliefurt,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC09159,CUST09677,BR016,Salary,2023-09-21,46788.06,Dormant,Timothy Johnson,36.0,Female,42499.28,Joshuaview,Ramirezstad Branch,North Sarabury,Connecticut,Semi-Urban,2017-05-03
ACC07160,CUST07862,BR012,Current,2026-08-09,72482.93,Active,Debra Gonzalez,74.0,Male,59368.62,Josephfort,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25
ACC11999,CUST09927,BR020,Salary,2026-08-08,9901.3,Dormant,Joanne Dean,43.0,Female,34903.16,South Robert,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC10110,CUST01047,BR027,Current,2024-01-18,50679.28,Active,James Martin,66.0,Female,44758.91,Kristinatown,Juliechester Branch,Port Jacobland,Nebraska,Rural,2017-06-10
ACC00847,CUST03742,BR022,Salary,2025-09-17,66218.95,Active,Shelia Waller,60.0,Female,61703.36,Lewisberg,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21
ACC06959,CUST08996,BR011,Current,2026-01-04,35177.78,Closed,Andrea Abbott,25.0,Female,59153.26,East Jessica,Herrerafurt Branch,East Jamesside,Minnesota,Rural,2017-02-26
ACC09550,CUST02892,BR029,Salary,2025-06-30,73832.25,Active,Tamara Huang,47.0,Male,57783.15,Reneeton,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18
ACC04986,CUST01591,BR047,Salary,2025-05-27,75504.03,Dormant,Nicolas James,37.0,Female,48701.05,Paulaland,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03
ACC08270,CUST02677,BR046,Salary,2026-04-30,15876.53,Closed,Mr. Kyle Thomas DDS,32.0,Male,31336.81,Stephaniemouth,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14
ACC01768,CUST01851,BR015,Current,2025-11-05,26843.89,Active,Michael Williams,35.0,Male,52446.69,Port Robert,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15
ACC00482,CUST00326,BR004,Savings,2024-07-05,44468.3,Dormant,Brett Burns,72.0,Female,54233.85,Harrisbury,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC10049,CUST07742,BR046,Current,2025-04-17,42854.91,Closed,Melanie Diaz,23.0,Female,39975.08,Sarahtown,Brandtside Branch,North Matthewberg,Minnesota,Semi-Urban,2019-12-14
ACC06760,CUST03016,BR001,Savings,2024-01-23,5230.15,Closed,Kelly Hubbard,49.0,Female,55237.81,Victoriaport,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC05844,CUST05691,BR014,Savings,2024-07-07,81580.16,Dormant,Angela Hunt,74.0,Male,51587.54,Paulhaven,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22
ACC00169,CUST00724,BR005,Current,2024-12-15,42603.46,Dormant,Mary Miller,31.0,Male,48113.57,Fordbury,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13
ACC11966,CUST00288,BR026,Savings,2025-10-28,84766.82,Closed,Lisa Allen,43.0,Female,51625.9,Rodriguezmouth,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC05411,CUST08855,BR020,Savings,2023-12-22,71735.83,Dormant,Jocelyn Charles,53.0,Female,71309.56,North Joseph,South Noah Branch,Saramouth,Nebraska,Urban,2022-01-09
ACC05952,CUST06122,BR003,Salary,2025-06-27,59396.05,Closed,Stephen Martinez,71.0,Male,49171.73,Huffstad,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC07672,CUST03159,BR042,Current,2025-05-20,50741.89,Active,Brian Fuentes,32.0,Female,50591.9,Bushport,North John Branch,West Juan,New Mexico,Rural,2022-03-27
ACC05773,CUST06123,BR005,Salary,2026-05-23,3712.96,Active,Thomas Turner,27.0,Female,81084.52,West Christinahaven,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13
ACC01100,CUST03305,BR010,Salary,2025-01-03,76947.37,Dormant,Heather Herman,38.0,Female,47221.76,Baileyfurt,Cassandraton Branch,North Richardmouth,Arizona,Rural,2022-04-27
ACC10213,CUST01669,BR013,Current,2024-12-01,38960.66,Active,Kelly Rowe,29.0,Male,33592.05,,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC06411,CUST03956,BR021,Current,2025-12-24,50849.45,Active,Shannon Cook,46.0,Female,62959.24,North Stephanie,Lake Mark Branch,Rodneyside,South Carolina,Urban,2024-02-10
ACC10759,CUST00677,BR005,Current,2024-12-22,10714.29,Closed,Joseph Howard,72.0,Male,44115.39,Port Thomastown,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13
ACC08262,CUST03638,BR029,Savings,2025-12-05,93316.29,Dormant,Alan Nguyen,19.0,Female,50786.84,Brookschester,Daviston Branch,New Brooke,Idaho,Rural,2016-09-18
ACC02732,CUST03260,BR032,Salary,2025-08-13,6423.16,Dormant,Kevin Soto,39.0,Female,68676.84,Port Anthonyborough,Tashatown Branch,Johnfurt,Nebraska,Semi-Urban,2022-11-19
ACC07847,CUST09569,BR036,Salary,2024-12-22,64637.02,Dormant,Darlene Nelson,51.0,Female,41953.29,Port Johnmouth,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC04371,CUST01423,BR043,Salary,2024-09-09,35261.84,Closed,Emily Reed,72.0,Male,32615.31,Rebeccaberg,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC05962,CUST09712,BR036,Salary,2024-03-13,98575.76,Active,Cathy Thomas,74.0,Male,35048.88,South Nicholaston,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC02434,CUST06896,BR033,Salary,2024-12-16,73438.19,Closed,Terry Rivera,23.0,Female,36765.1,Lake Stephanie,Lake Nicoleview Branch,Lake Debbie,Texas,Semi-Urban,2024-01-09
ACC09668,CUST05815,BR005,Savings,2026-01-17,89208.52,Active,Colleen Cruz,68.0,Female,58892.83,Simmonsfurt,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13
ACC09808,CUST04292,BR002,Savings,2025-06-15,76041.4,Active,Nicholas Ali,59.0,Male,60766.34,,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC04824,CUST02157,BR036,Current,2026-09-05,15881.79,Dormant,Pam Baker,23.0,Female,52873.22,North Yolandastad,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC00024,CUST09095,BR039,Salary,2026-09-02,38956.35,Active,Rebekah Ferguson,20.0,Male,65926.08,Anthonychester,New Stephanie Branch,Bassport,Connecticut,Rural,2025-04-25
ACC05895,CUST01885,BR001,Current,2024-09-28,99259.91,Dormant,Richard Wood,35.0,Male,37591.04,Jenniferstad,East Jill Branch,New Jeffrey,Mississippi,Urban,2019-12-22
ACC04645,CUST05194,BR022,Salary,2026-06-21,85277.64,Active,Mercedes Richardson,65.0,Male,53785.54,Andrewstad,East Lydiamouth Branch,Mooreport,West Virginia,Semi-Urban,2025-05-21
ACC09507,CUST07238,BR000,Savings,2026-04-19,73024.72,Active,Darrell Wong,19.0,Male,35390.53,South Clairestad,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC10030,CUST07445,BR048,Savings,2023-11-23,64932.85,Active,Angelica Simpson,30.0,Male,49823.69,Lukebury,Samuelhaven Branch,Hoffmanville,Iowa,Semi-Urban,2023-02-19
ACC11803,CUST09159,BR004,Salary,2025-11-03,63091.27,Dormant,Kevin Hernandez,56.0,Male,61625.21,New Tracy,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC02295,CUST09077,BR014,Savings,2026-05-28,78987.76,Dormant,Albert Bishop,33.0,Female,45074.14,Johnsonfort,Port Keith Branch,Mortonside,Kansas,Semi-Urban,2019-09-22
ACC00669,CUST05285,BR042,Savings,2025-05-06,28047.66,Dormant,Charles Chang,50.0,Male,39993.11,Murphystad,North John Branch,West Juan,New Mexico,Rural,2022-03-27
ACC06686,CUST09172,BR002,Savings,2023-11-17,28305.79,Closed,Howard Richardson,61.0,Male,66027.53,Nicholashaven,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC05376,CUST01832,BR018,Savings,2024-03-18,20352.5,Active,Pamela Watkins,46.0,Male,53850.42,Reeveston,Jacquelineland Branch,Port Richard,Wyoming,Semi-Urban,2024-01-30
ACC10529,CUST99999,BR005,Salary,2023-12-07,35962.51,Active,,,,,,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13
ACC02033,CUST01814,BR004,Current,2023-10-04,20530.79,Dormant,Corey Cortez,41.0,Male,63924.98,Port Dalton,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC05007,CUST00860,BR036,Savings,2025-08-14,85112.82,Closed,Vanessa Hatfield,45.0,Female,53672.59,Port Matthewfort,Teresaburgh Branch,North Amandahaven,LO,Rural,2022-01-10
ACC11369,CUST08957,BR024,Savings,2023-09-11,42754.74,Dormant,Alexander Terry,53.0,Female,46825.3,Stacybury,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC11293,CUST01972,BR030,Current,2026-02-03,70992.24,Dormant,Paul Stephens,29.0,Female,51147.03,Nelsonton,East Courtneychester Branch,South Dianeshire,West Virginia,Semi-Urban,2025-07-13
ACC08538,CUST00111,BR008,Current,2024-03-12,77208.24,Closed,Shannon Walker,42.0,Male,71695.33,South Christine,Ericmouth Branch,Gomezchester,Maryland,Rural,2025-05-09
ACC02701,CUST99999,BR015,Current,2026-07-31,82117.82,Active,,,,,,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15
ACC09653,CUST09456,BR035,Salary,2024-09-19,99423.32,Closed,Ronald Martin,37.0,Female,63252.34,West Chad,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21
ACC00031,CUST05622,BR035,Salary,2023-09-19,97643.13,Active,Kimberly Mcintyre,74.0,Female,59068.64,Kristinmouth,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21
ACC07168,CUST09855,BR002,Salary,2024-07-06,84702.73,Active,Brandy Casey,70.0,Male,22076.86,Nelsonview,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC11666,CUST06229,BR047,Savings,2026-02-26,93092.2,Closed,Michelle Williams,51.0,Female,42411.85,Port Stuartfurt,Lake Larry Branch,Evanmouth,MA,Urban,2023-11-03
ACC02308,CUST06165,BR000,Savings,2025-08-13,67799.5,Active,Cynthia Newman,55.0,Male,39040.46,Robertberg,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC00232,CUST06239,BR012,Salary,2023-12-09,43963.15,Active,Tyler Cole,49.0,Male,49214.29,Powersview,New Kellystad Branch,Taylorburgh,Indiana,Urban,2018-08-25
ACC04590,CUST09599,BR034,Current,2025-02-12,92930.59,Active,Christopher Nichols,55.0,Male,36446.26,South Phillip,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC06506,CUST01005,BR013,Savings,2025-05-24,51377.51,Active,Joshua Arellano,65.0,Female,41095.62,Port Davidton,Lake Chad Branch,Stevenland,UT,Rural,2021-02-17
ACC05030,CUST01795,BR002,Current,2023-11-19,36597.21,Closed,Randy Robinson,26.0,Female,16122.51,New Michael,New Roberttown Branch,Lake Crystalbury,Pennsylvania,Rural,2023-06-19
ACC09211,CUST00224,BR003,Savings,2024-02-28,62365.17,Active,Matthew Moore,61.0,Male,38657.89,Paulmouth,East Jessetown Branch,North Micheleland,Oklahoma,Rural,2022-04-09
ACC05712,CUST05878,BR035,Savings,2025-11-28,67793.52,Closed,Darrell Ibarra,60.0,Female,65969.51,West Michelle,South Aaron Branch,South Christineshire,Kansas,Rural,2022-04-21
ACC02588,CUST01821,BR026,Salary,2024-11-25,86313.44,Active,Brittany Riley,60.0,Female,76127.02,Barajaschester,West Donald Branch,North Susan,Idaho,Urban,2021-01-07
ACC02357,CUST09681,BR005,Current,2023-10-15,89433.8,Active,Douglas Ross,21.0,Female,52102.88,New Erinmouth,Robinsonshire Branch,New David,Nevada,Urban,2017-11-13
ACC01986,CUST03652,BR004,Savings,2024-12-19,95753.18,Closed,Dean Turner,52.0,Male,57759.23,Port Rachaelhaven,Lake Debra Branch,West Elizabeth,Georgia,Urban,2021-06-05
ACC11638,CUST05036,BR037,Salary,2024-06-13,959.05,Dormant,Rebecca Wood,18.0,Female,66749.21,Robertbury,Port Colleenhaven Branch,Davidstad,Hawaii,Rural,2018-10-22
ACC06663,CUST08835,BR028,Current,2026-08-07,72489.38,Dormant,Gabrielle Johnson,34.0,Male,51253.77,North Ryanfurt,Coxberg Branch,South David,AL,Rural,2024-02-08
ACC08738,CUST03692,BR024,Savings,2025-01-05,70594.68,Active,Keith Kennedy,40.0,Male,48725.79,Janeland,Jasonfort Branch,Lake Leeton,Kansas,Urban,2023-03-29
ACC03802,CUST09361,BR015,Current,2026-04-17,70166.13,Closed,Todd Melendez,61.0,Male,67707.48,Stoneside,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15
ACC05608,CUST04498,BR034,Current,2024-04-05,23014.78,Active,Tonya Harding,26.0,Female,49917.01,Perezborough,Danielchester Branch,Stewartland,West Virginia,Rural,2017-11-16
ACC07310,CUST05589,BR000,Savings,2026-04-18,12805.43,Active,Adam Long,73.0,Female,39368.95,Port Justin,North Judithbury Branch,West Andrewside,Arizona,Rural,2017-02-02
ACC06254,CUST07309,BR042,Savings,2024-03-21,89930.32,Dormant,Arthur Bowen,57.0,Male,29325.42,Port Shawna,North John Branch,West Juan,New Mexico,Rural,2022-03-27
ACC01297,CUST05174,BR043,Current,2026-05-24,34205.51,Dormant,Anna Ponce,21.0,Male,60998.85,Jeremychester,North Jessicaland Branch,Lake Matthew,Iowa,Urban,2023-07-14
ACC00998,CUST02600,BR015,Savings,2023-12-28,99741.57,Active,Janice Cunningham,51.0,Female,32600.89,South Susanland,Port Jesseville Branch,North Deniseside,Texas,Urban,2021-03-15
ACC08218,CUST04084,BR038,Current,2025-11-16,82493.42,Dormant,Edgar Brown,56.0,Male,23502.05,Nicholsbury,East Nathaniel Branch,East Mikeburgh,Vermont,Urban,2021-10-18
